age,listening_time,songs_played_per_day,skip_rate,is_churned
50,150,71,0.02,0
57,140,3,0.02,0
33,28,3,0.37,0
39,53,1,0.34,0
51,290,95,0.09,0
44,214,92,0.18,0
47,170,35,0.47,0
53,202,65,0.18,1
55,250,93,0.45,0
47,159,81,0.06,1
49,165,62,0.27,0
22,118,95,0.48,1
31,91,8,0.56,0
32,72,70,0.47,0
48,188,32,0.03,1
17,172,52,0.32,0
42,30,90,0.27,0
22,49,38,0.11,0
32,128,14,0.35,0
26,119,11,0.27,0
45,80,28,0.37,0
38,84,86,0.38,0
38,87,88,0.4,0
41,22,72,0.11,0
24,199,90,0.55,0
35,163,97,0.53,0
23,92,40,0.42,0
27,252,11,0.35,0
18,124,35,0.45,1
55,271,29,0.07,1
21,26,96,0.24,0
48,50,33,0.1,0
20,275,40,0.15,0
32,175,75,0.5,0
42,109,70,0.22,0
19,187,54,0.52,0
22,244,22,0.37,0
50,123,8,0.48,0
52,15,67,0.41,1
31,88,11,0.54,1
23,122,28,0.56,0
31,169,33,0.51,0
16,68,57,0.4,0
39,62,57,0.34,0
26,67,60,0.31,0
45,254,57,0.43,0
50,128,64,0.45,0
57,126,57,0.3,0
47,156,18,0.18,0
57,22,4,0.33,0
32,32,98,0.25,0
33,52,50,0.18,1
35,162,96,0.57,0
37,85,7,0.39,0
35,204,22,0.5,0
34,193,78,0.13,0
37,298,33,0.42,1
47,219,8,0.45,0
28,282,8,0.45,1
43,135,13,0.47,0
58,100,48,0.53,0
53,44,64,0.35,0
47,153,26,0.15,1
53,283,85,0.3,0
34,296,67,0.17,0
37,284,92,0.03,0
37,51,67,0.08,0
58,67,50,0.5,0
23,131,66,0.33,0
21,108,97,0.48,0
22,193,71,0.08,0
59,185,18,0.48,1
48,207,2,0.05,0
30,168,52,0.29,0
55,266,8,0.08,0
52,72,52,0.5,0
44,25,87,0.58,0
26,166,22,0.44,0
32,126,28,0.46,0
55,160,29,0.4,1
57,31,86,0.39,1
50,281,42,0.36,0
21,231,86,0.14,1
25,95,87,0.2,1
28,182,47,0.51,0
45,76,41,0.05,1
52,151,77,0.03,0
44,105,92,0.28,0
16,23,43,0.42,0
35,60,19,0.44,1
19,237,66,0.41,0
41,15,1,0.06,0
16,129,55,0.14,0
39,158,69,0.27,0
24,95,63,0.16,0
53,157,47,0.58,0
58,284,71,0.45,0
48,224,41,0.45,0
39,176,15,0.47,0
37,199,45,0.11,0
32,87,79,0.07,0
57,35,39,0.41,0
52,126,53,0.05,1
37,186,8,0.14,0
34,14,84,0.56,1
44,42,38,0.55,1
32,264,56,0.23,0
17,80,11,0.15,1
49,279,85,0.34,1
31,226,2,0.47,0
26,79,20,0.48,0
37,179,56,0.34,0
30,240,13,0.28,0
22,257,11,0.47,0
52,293,69,0.23,0
45,267,40,0.43,0
54,283,27,0.54,1
35,69,83,0.37,0
30,21,35,0.44,0
20,218,33,0.26,0
33,149,25,0.58,0
50,84,86,0.26,1
41,69,51,0.06,0
37,252,68,0.42,0
42,13,75,0.14,1
53,290,74,0.53,0
22,13,7,0.41,1
19,165,19,0.51,0
22,131,82,0.25,1
30,50,71,0.03,0
51,116,75,0.51,0
16,27,48,0.43,1
29,77,89,0.12,0
51,28,4,0.36,0
53,249,25,0.15,0
30,146,77,0.33,0
35,216,20,0.41,0
46,56,8,0.17,0
47,48,86,0.55,0
17,285,59,0.22,0
47,214,79,0.52,0
28,27,40,0.2,0
41,87,65,0.57,0
43,205,83,0.07,0
56,289,3,0.05,1
59,11,92,0.32,1
47,87,10,0.07,0
28,19,5,0.22,0
31,262,59,0.28,0
40,295,32,0.35,0
19,148,13,0.34,0
53,126,91,0.4,0
59,188,86,0.11,0
17,296,78,0.08,0
46,11,86,0.3,0
38,23,89,0.16,0
44,82,83,0.34,0
16,270,77,0.57,0
18,45,55,0.6,1
20,135,11,0.48,0
25,170,96,0.01,0
33,246,34,0.31,0
41,166,55,0.37,1
37,100,24,0.1,1
52,294,36,0.4,1
36,175,66,0.13,0
39,296,9,0.0,1
28,21,19,0.52,0
38,82,24,0.52,1
35,213,25,0.12,1
30,271,70,0.31,1
43,187,38,0.03,0
29,251,15,0.12,0
42,293,88,0.1,1
38,95,77,0.01,0
38,225,26,0.33,0
58,143,17,0.36,0
47,157,82,0.2,1
26,285,44,0.48,0
45,263,71,0.18,0
18,235,7,0.42,0
27,112,13,0.54,0
58,208,86,0.1,1
42,184,90,0.51,1
50,129,50,0.34,0
25,211,99,0.07,0
31,146,38,0.38,1
25,297,33,0.57,0
22,28,70,0.19,0
51,84,23,0.26,1
46,103,40,0.33,0
45,282,73,0.29,1
53,157,12,0.56,0
23,152,11,0.23,0
21,233,11,0.1,0
28,111,61,0.41,0
21,297,95,0.28,0
37,46,29,0.4,0
33,56,57,0.58,1
50,118,72,0.06,0
17,98,82,0.44,0
51,178,73,0.14,1
46,97,71,0.22,1
39,165,16,0.19,0
45,85,78,0.03,0
59,137,19,0.2,0
16,215,58,0.23,0
17,48,53,0.59,0
58,60,85,0.45,1
26,229,40,0.28,0
46,33,58,0.54,0
52,272,27,0.43,0
39,126,48,0.36,1
54,201,65,0.13,0
17,143,92,0.06,0
26,52,5,0.47,1
52,19,37,0.49,1
52,151,59,0.32,0
39,137,20,0.44,1
54,273,6,0.18,0
51,132,14,0.6,0
17,190,11,0.19,0
51,107,50,0.27,0
35,296,30,0.28,0
18,102,85,0.51,0
48,39,32,0.04,0
17,77,25,0.05,0
37,34,33,0.26,0
29,110,46,0.17,0
33,154,69,0.48,0
22,207,61,0.37,1
48,212,85,0.28,0
52,143,48,0.38,1
57,207,22,0.15,0
27,78,53,0.31,1
25,266,50,0.54,0
27,175,14,0.56,0
41,21,57,0.22,0
56,122,98,0.6,1
43,265,91,0.46,0
51,76,93,0.28,0
56,223,90,0.18,1
38,83,60,0.31,0
16,180,8,0.06,0
54,23,41,0.1,0
43,190,96,0.19,0
29,55,47,0.39,1
30,163,4,0.51,1
17,108,82,0.23,0
50,184,4,0.57,0
43,123,50,0.03,0
19,285,92,0.48,0
34,197,81,0.01,0
53,47,96,0.54,0
31,90,65,0.25,1
25,11,35,0.23,1
23,234,10,0.38,0
41,197,9,0.58,0
37,46,85,0.01,0
34,181,72,0.41,1
42,114,64,0.1,1
54,55,68,0.28,1
37,120,84,0.55,1
38,149,21,0.4,0
40,151,85,0.57,0
42,257,96,0.58,0
46,257,8,0.09,0
22,33,98,0.51,1
52,296,32,0.24,0
53,146,54,0.12,0
16,27,99,0.15,0
33,75,71,0.51,0
19,171,50,0.41,0
30,23,76,0.5,0
48,230,61,0.29,0
45,164,97,0.1,0
57,120,53,0.4,1
57,220,48,0.45,0
33,33,20,0.24,1
44,10,57,0.06,0
49,275,60,0.38,0
34,147,27,0.18,0
38,211,4,0.14,1
30,39,9,0.6,0
33,111,10,0.56,0
47,109,23,0.46,1
23,64,7,0.07,0
41,18,43,0.51,1
30,141,45,0.12,0
28,89,80,0.31,0
17,260,38,0.51,0
52,149,79,0.12,1
55,88,37,0.09,0
20,251,35,0.32,1
44,256,43,0.51,1
56,191,72,0.24,0
53,222,72,0.6,0
42,248,60,0.26,0
38,247,51,0.38,0
18,183,30,0.36,1
53,144,84,0.52,0
49,13,63,0.13,0
41,188,97,0.01,0
47,128,15,0.11,1
26,160,75,0.12,0
30,102,25,0.33,0
56,120,93,0.57,0
52,61,29,0.25,0
20,45,60,0.24,1
38,111,32,0.22,0
46,112,92,0.2,0
18,78,43,0.1,1
39,280,57,0.07,1
38,246,91,0.17,0
33,13,84,0.38,0
57,209,68,0.24,0
27,12,74,0.14,0
46,213,34,0.06,0
45,276,60,0.01,0
45,238,20,0.02,0
20,167,84,0.5,1
26,123,39,0.03,0
20,28,49,0.3,0
38,55,92,0.5,1
56,17,23,0.27,0
28,209,59,0.31,0
33,31,55,0.57,0
19,122,64,0.48,0
38,274,17,0.46,1
50,153,70,0.59,1
58,117,14,0.4,0
55,14,80,0.42,0
38,173,31,0.05,0
44,277,54,0.3,0
59,77,12,0.34,0
51,229,37,0.37,0
21,39,62,0.04,0
28,174,16,0.44,0
54,278,16,0.46,0
17,253,98,0.33,0
32,182,37,0.39,1
57,36,49,0.13,0
28,12,48,0.51,0
48,183,63,0.36,1
47,41,76,0.45,0
56,242,49,0.24,1
59,275,43,0.58,0
31,76,6,0.02,0
49,103,15,0.58,0
46,163,72,0.05,0
37,92,16,0.17,0
41,134,78,0.29,0
23,288,31,0.17,0
35,26,81,0.03,0
29,246,8,0.36,0
18,224,2,0.17,0
23,52,37,0.44,0
53,67,59,0.51,0
27,254,33,0.06,0
22,74,23,0.27,0
30,296,79,0.32,0
49,146,83,0.08,1
55,96,73,0.24,0
55,203,42,0.05,1
22,274,3,0.22,0
19,145,67,0.25,0
47,122,97,0.24,1
26,41,88,0.14,0
25,298,61,0.53,1
41,64,75,0.14,0
22,237,91,0.17,1
41,16,72,0.05,1
39,180,29,0.16,1
56,143,19,0.11,0
17,50,13,0.45,0
41,99,77,0.01,1
43,131,25,0.08,0
22,164,55,0.48,0
48,184,12,0.56,0
26,94,57,0.55,0
57,220,22,0.36,0
29,180,9,0.34,0
17,104,3,0.3,0
43,260,29,0.03,0
33,52,97,0.1,0
45,27,50,0.14,1
56,236,4,0.1,0
49,252,45,0.57,0
37,190,80,0.5,0
34,266,81,0.45,0
28,72,22,0.58,1
28,43,50,0.27,0
19,210,88,0.2,0
26,253,98,0.25,0
24,78,12,0.47,0
17,223,60,0.15,0
34,187,37,0.37,1
51,232,43,0.1,0
51,92,49,0.4,0
43,230,39,0.46,0
56,264,95,0.52,0
18,174,27,0.03,0
50,17,78,0.26,0
50,30,73,0.27,1
22,217,50,0.44,1
24,52,17,0.09,1
59,67,79,0.21,0
20,248,67,0.4,1
37,51,17,0.51,1
30,65,34,0.44,0
37,245,21,0.35,0
21,202,4,0.24,0
56,227,40,0.6,0
46,104,13,0.39,0
32,41,54,0.58,1
23,241,87,0.26,0
53,249,61,0.28,0
16,115,53,0.18,1
48,236,82,0.2,0
34,187,74,0.22,0
54,123,55,0.59,0
30,27,77,0.36,1
25,215,76,0.13,0
40,29,87,0.29,0
46,42,84,0.1,1
52,118,69,0.36,0
51,142,29,0.09,0
29,182,52,0.3,0
54,204,40,0.01,0
19,188,23,0.11,0
35,232,18,0.49,0
33,274,14,0.2,0
27,32,65,0.19,0
19,210,33,0.33,0
16,111,47,0.33,0
19,196,11,0.51,0
34,125,94,0.02,0
17,86,9,0.28,1
19,12,35,0.13,0
40,242,88,0.25,1
41,21,61,0.19,0
19,16,72,0.58,0
18,168,51,0.29,0
22,253,9,0.39,1
53,203,71,0.45,1
32,28,2,0.5,1
18,132,18,0.34,0
29,267,28,0.14,0
33,98,92,0.42,0
43,62,17,0.02,0
46,138,42,0.53,0
16,246,62,0.57,0
19,159,75,0.22,1
29,216,72,0.0,0
52,279,58,0.38,0
19,142,68,0.23,0
43,273,68,0.23,0
50,135,27,0.3,1
28,281,50,0.27,0
29,26,18,0.56,1
30,225,46,0.21,0
32,115,65,0.19,0
47,88,81,0.46,0
32,25,84,0.01,0
34,235,49,0.08,0
25,232,71,0.11,0
29,14,6,0.26,0
34,120,89,0.55,0
19,93,15,0.15,0
17,43,88,0.58,0
45,44,10,0.19,1
44,46,66,0.2,0
44,276,69,0.57,1
54,161,50,0.11,0
54,275,66,0.25,1
52,182,69,0.48,0
26,261,53,0.27,0
56,266,72,0.24,0
30,271,68,0.43,0
25,264,27,0.05,0
21,281,7,0.12,1
18,207,19,0.59,0
52,243,2,0.48,0
26,228,76,0.1,0
41,243,41,0.42,0
29,60,96,0.29,0
21,145,37,0.22,0
43,32,87,0.46,1
38,183,50,0.59,1
48,26,84,0.35,1
32,140,92,0.28,1
24,286,42,0.4,0
35,236,59,0.27,0
42,31,19,0.33,0
43,188,82,0.52,0
55,12,8,0.03,0
32,164,49,0.08,0
49,245,20,0.52,0
36,38,96,0.37,1
46,76,44,0.13,1
52,196,6,0.07,1
30,150,47,0.51,0
36,281,40,0.35,0
22,110,85,0.24,0
55,106,70,0.04,1
36,137,59,0.1,0
47,251,40,0.42,1
34,187,63,0.35,1
23,173,55,0.2,0
46,255,42,0.58,1
36,155,77,0.31,0
40,213,40,0.22,1
47,150,70,0.1,1
18,202,90,0.16,0
28,260,25,0.36,0
17,171,19,0.44,1
29,199,57,0.3,0
26,103,85,0.1,0
22,246,16,0.36,0
52,174,44,0.5,0
41,235,72,0.28,0
39,219,93,0.22,0
51,245,63,0.58,1
32,193,7,0.51,1
30,279,32,0.59,0
25,205,39,0.55,0
44,251,62,0.38,0
18,190,41,0.3,0
57,184,98,0.28,1
32,267,14,0.56,0
25,118,76,0.27,0
40,96,7,0.21,0
33,172,35,0.56,0
42,10,38,0.3,0
39,45,19,0.51,0
52,50,13,0.21,0
26,183,48,0.43,0
38,213,19,0.09,0
39,211,60,0.16,1
57,59,87,0.24,0
44,161,72,0.32,1
36,103,95,0.0,0
34,89,24,0.44,1
44,137,2,0.13,0
23,257,58,0.35,0
33,148,48,0.3,1
53,295,88,0.42,0
44,114,96,0.04,0
53,167,18,0.14,0
38,255,43,0.4,0
21,266,15,0.41,0
53,42,5,0.12,0
54,52,4,0.55,0
57,67,58,0.31,1
47,38,27,0.1,0
22,259,43,0.32,0
31,49,84,0.47,0
37,205,88,0.35,0
58,291,32,0.48,0
49,86,67,0.19,1
54,106,39,0.49,1
16,230,28,0.58,0
24,123,92,0.33,0
43,204,67,0.01,0
28,252,5,0.4,0
23,249,79,0.04,0
46,296,95,0.19,0
18,257,2,0.04,1
47,257,98,0.0,0
55,134,40,0.09,0
34,297,56,0.49,0
49,192,26,0.21,0
45,83,55,0.57,0
54,223,73,0.36,0
26,105,39,0.19,0
58,215,14,0.41,0
29,212,94,0.47,1
38,178,12,0.22,0
50,158,61,0.25,0
24,15,86,0.54,0
39,247,41,0.17,0
16,153,14,0.46,0
22,245,50,0.01,0
57,203,42,0.15,1
28,78,55,0.57,1
48,108,86,0.35,0
48,47,86,0.58,0
46,145,13,0.55,0
46,81,66,0.34,1
36,32,98,0.54,0
37,242,56,0.37,0
25,177,10,0.06,0
21,283,26,0.09,0
29,261,91,0.36,1
52,158,22,0.32,0
30,248,29,0.49,0
26,174,54,0.18,0
16,184,56,0.52,1
42,101,58,0.48,0
59,33,10,0.52,0
48,228,56,0.41,1
25,216,91,0.13,0
47,297,71,0.13,0
25,198,5,0.1,0
30,28,72,0.46,0
31,81,14,0.46,1
37,237,97,0.53,0
40,240,42,0.05,0
24,163,9,0.22,0
40,164,46,0.28,0
57,203,11,0.54,0
40,61,28,0.49,1
41,136,77,0.23,0
31,41,59,0.22,0
59,198,94,0.21,0
44,232,39,0.54,0
33,107,18,0.42,1
32,208,76,0.19,0
38,243,76,0.12,0
52,16,88,0.49,0
22,208,19,0.36,0
52,111,33,0.16,0
51,288,32,0.07,0
29,124,55,0.19,1
35,252,14,0.59,0
23,192,36,0.3,0
34,122,9,0.53,1
57,190,68,0.34,0
51,81,53,0.37,0
19,138,62,0.17,1
38,272,39,0.31,0
40,299,43,0.09,1
29,195,71,0.58,1
34,129,42,0.27,0
23,76,53,0.57,0
30,40,13,0.41,0
49,275,74,0.42,0
46,54,47,0.06,0
36,243,24,0.22,0
27,196,23,0.59,1
34,36,87,0.2,0
37,280,55,0.29,0
38,229,73,0.55,1
36,147,36,0.38,1
56,126,46,0.33,0
35,288,65,0.54,0
22,181,7,0.48,1
44,124,88,0.18,0
45,86,54,0.38,0
39,124,79,0.28,0
41,127,5,0.38,1
52,187,94,0.47,0
26,19,99,0.5,0
18,234,69,0.26,1
41,90,87,0.26,0
29,74,99,0.49,1
51,228,36,0.23,1
42,43,35,0.58,1
55,50,96,0.22,0
33,107,79,0.21,0
57,204,48,0.11,0
32,95,90,0.44,1
28,156,14,0.15,0
29,284,44,0.34,0
56,136,16,0.11,0
51,259,36,0.27,0
39,172,8,0.19,1
59,138,3,0.16,1
37,135,10,0.29,0
56,167,51,0.2,0
18,271,42,0.31,0
29,271,64,0.34,0
39,193,49,0.2,1
45,146,76,0.57,1
25,276,15,0.18,0
19,276,72,0.2,0
31,82,37,0.56,0
40,250,45,0.15,0
22,60,46,0.02,0
54,115,84,0.28,0
50,104,13,0.21,1
53,219,61,0.23,1
54,109,89,0.21,0
47,163,50,0.05,1
35,265,25,0.22,0
29,117,26,0.13,0
54,219,22,0.38,0
47,15,7,0.04,0
19,87,61,0.45,0
37,50,53,0.42,0
48,130,3,0.3,0
41,104,56,0.17,1
55,166,17,0.13,1
28,126,59,0.36,0
38,148,82,0.31,1
54,193,50,0.15,1
30,294,40,0.54,0
56,51,43,0.45,0
43,252,51,0.42,0
43,215,71,0.55,0
54,173,43,0.18,0
39,207,98,0.6,1
28,205,60,0.32,0
34,76,23,0.03,0
21,200,34,0.48,0
19,170,84,0.43,0
26,107,24,0.08,1
57,96,72,0.19,0
39,128,21,0.31,0
28,223,62,0.3,0
30,230,48,0.54,0
18,150,51,0.44,0
51,251,10,0.23,0
27,226,39,0.12,0
42,211,15,0.23,0
51,190,88,0.03,0
51,192,47,0.15,0
57,130,66,0.43,0
22,113,89,0.31,0
37,285,17,0.24,0
34,200,39,0.07,0
59,277,57,0.2,1
21,269,4,0.4,1
20,190,9,0.21,1
52,70,80,0.27,0
41,58,33,0.21,1
51,206,49,0.55,0
55,54,12,0.46,0
59,45,24,0.54,0
56,276,51,0.09,1
22,100,92,0.6,0
20,213,39,0.39,0
19,64,55,0.31,0
42,92,25,0.13,1
47,274,8,0.26,0
54,218,6,0.26,1
49,72,99,0.43,0
43,92,91,0.21,0
41,288,79,0.52,0
30,234,13,0.16,1
41,64,70,0.49,0
43,36,41,0.07,1
53,14,28,0.34,1
24,59,96,0.39,0
17,280,93,0.1,0
32,247,42,0.48,0
18,104,78,0.55,0
34,256,34,0.28,0
34,222,77,0.18,0
56,246,17,0.52,0
38,114,71,0.34,0
50,179,35,0.08,1
30,18,6,0.47,0
51,87,65,0.32,0
34,293,89,0.36,0
18,12,70,0.46,1
42,226,65,0.16,0
23,128,55,0.29,0
18,97,24,0.49,0
45,236,31,0.38,0
26,110,58,0.19,1
18,27,58,0.11,0
50,40,88,0.2,1
42,127,97,0.49,0
40,213,29,0.18,1
50,207,31,0.24,0
28,88,44,0.49,0
36,293,77,0.54,0
24,191,85,0.5,0
48,272,71,0.06,0
43,196,78,0.44,0
22,129,76,0.17,0
35,76,84,0.14,0
47,135,68,0.5,0
30,42,99,0.05,0
37,220,58,0.06,0
36,118,26,0.53,0
39,244,87,0.15,0
55,144,31,0.09,1
18,192,89,0.22,1
19,279,85,0.12,0
50,209,21,0.35,0
57,248,72,0.2,0
51,46,82,0.22,0
34,33,68,0.23,0
23,53,85,0.21,0
32,82,10,0.29,0
37,244,39,0.18,0
21,285,80,0.29,1
43,14,63,0.5,1
38,205,71,0.23,0
59,151,61,0.07,1
20,185,22,0.45,0
52,10,34,0.38,0
40,141,79,0.46,1
28,110,49,0.43,1
49,148,52,0.56,0
26,77,48,0.12,0
16,122,46,0.21,0
37,81,2,0.32,0
46,190,88,0.41,0
40,111,89,0.25,0
41,68,8,0.19,0
38,51,35,0.06,0
51,102,55,0.53,0
23,273,14,0.12,0
18,74,30,0.38,0
34,200,17,0.31,1
28,248,81,0.08,0
51,127,62,0.17,1
54,231,79,0.48,0
26,88,12,0.32,0
27,226,15,0.07,0
41,246,65,0.44,0
49,177,57,0.46,1
21,203,70,0.56,1
31,49,39,0.54,0
55,251,88,0.49,0
16,215,58,0.48,1
45,149,9,0.19,0
48,70,50,0.32,1
21,39,68,0.53,1
21,200,94,0.41,1
19,266,17,0.52,0
35,129,59,0.02,0
35,242,34,0.57,0
52,114,50,0.47,1
52,132,80,0.49,0
53,100,42,0.01,1
35,26,44,0.34,1
35,180,41,0.04,1
17,277,28,0.45,0
48,185,94,0.38,0
59,113,33,0.4,0
51,251,10,0.12,0
25,100,63,0.46,0
18,163,64,0.04,0
43,66,20,0.16,0
18,243,37,0.53,0
20,135,31,0.11,1
36,213,48,0.35,1
16,24,19,0.5,0
38,85,67,0.4,0
24,212,61,0.07,0
22,256,18,0.02,0
30,23,32,0.42,0
18,281,81,0.2,1
24,138,7,0.54,0
27,247,46,0.46,1
37,64,97,0.21,0
44,242,22,0.48,0
24,51,78,0.54,0
37,100,17,0.07,0
41,213,3,0.14,0
44,287,96,0.4,0
37,38,5,0.48,0
54,106,61,0.57,0
33,174,85,0.46,0
32,157,97,0.09,0
25,263,36,0.19,0
22,165,43,0.18,1
53,34,37,0.05,0
36,122,10,0.31,0
22,236,4,0.53,1
42,31,72,0.36,0
45,104,66,0.12,1
34,64,34,0.5,0
39,37,9,0.23,0
22,282,93,0.1,0
48,291,55,0.1,1
29,154,98,0.58,0
16,71,57,0.54,0
42,107,38,0.15,0
27,91,74,0.3,1
32,54,99,0.4,0
29,195,74,0.34,1
29,222,70,0.32,1
33,184,94,0.15,0
23,218,90,0.38,0
59,260,58,0.41,1
55,183,81,0.44,1
37,46,26,0.44,0
48,148,56,0.6,1
23,71,15,0.03,0
17,31,50,0.45,0
40,36,25,0.26,0
58,29,5,0.07,1
57,201,53,0.14,0
55,102,53,0.03,0
16,262,52,0.57,1
56,98,12,0.56,1
27,226,20,0.53,1
29,273,6,0.21,0
55,286,39,0.2,0
19,24,94,0.25,0
38,267,34,0.44,0
44,270,37,0.07,1
19,168,49,0.43,0
22,258,66,0.04,0
56,121,61,0.57,0
42,113,54,0.36,1
53,61,35,0.35,1
46,86,98,0.23,0
55,173,73,0.28,0
21,65,63,0.35,0
23,230,92,0.22,1
20,289,82,0.31,0
40,150,96,0.04,0
35,27,75,0.15,0
30,30,64,0.3,0
20,269,96,0.34,0
47,237,29,0.58,0
59,123,59,0.23,1
41,149,22,0.16,0
18,286,49,0.46,0
58,45,59,0.49,0
27,65,62,0.1,0
45,262,16,0.45,0
38,262,82,0.45,0
33,134,34,0.04,0
32,280,25,0.07,0
26,36,89,0.4,0
51,12,53,0.05,1
41,296,42,0.15,0
26,109,41,0.51,1
48,172,36,0.27,1
19,118,54,0.11,0
32,27,70,0.3,0
35,263,16,0.39,0
17,227,66,0.34,1
20,159,92,0.34,0
25,276,9,0.59,0
47,147,38,0.21,0
47,111,63,0.22,1
27,275,46,0.17,0
50,19,72,0.51,1
47,82,31,0.52,0
31,294,86,0.25,0
45,183,27,0.06,0
20,200,67,0.16,0
47,234,10,0.47,0
33,94,49,0.58,0
43,130,49,0.1,0
30,41,11,0.59,1
59,131,39,0.54,0
50,231,90,0.06,0
28,170,25,0.16,0
47,22,30,0.17,0
41,260,73,0.38,0
56,74,65,0.51,1
23,112,82,0.0,1
58,91,17,0.1,0
49,74,12,0.49,0
43,33,9,0.45,0
16,228,21,0.2,0
59,162,7,0.47,1
22,192,30,0.29,0
40,14,55,0.11,0
24,198,81,0.44,1
35,259,47,0.05,0
24,204,68,0.48,1
41,291,70,0.44,1
39,132,57,0.5,1
21,58,59,0.42,1
37,271,8,0.59,1
51,11,58,0.38,0
16,212,67,0.38,0
50,272,1,0.16,1
42,86,4,0.2,0
21,103,87,0.38,0
41,33,60,0.24,0
21,190,8,0.36,0
58,266,52,0.57,0
39,232,45,0.22,1
42,24,70,0.17,0
21,242,18,0.12,0
44,274,29,0.14,0
54,20,50,0.31,1
19,128,56,0.26,0
44,77,39,0.53,1
42,245,81,0.46,1
52,269,53,0.07,0
49,256,96,0.16,0
41,229,79,0.53,1
58,113,62,0.48,0
33,253,98,0.22,0
57,72,42,0.39,0
40,84,86,0.31,1
37,212,92,0.56,0
21,151,66,0.51,0
49,155,13,0.32,1
33,278,70,0.24,0
33,45,64,0.12,0
28,72,57,0.54,0
53,136,85,0.4,0
40,197,18,0.08,0
33,298,7,0.28,1
45,214,72,0.18,0
24,150,53,0.21,0
26,194,64,0.09,0
49,234,58,0.4,0
47,25,60,0.23,0
22,217,74,0.55,0
57,75,62,0.49,0
42,204,32,0.05,1
55,33,99,0.48,1
53,299,71,0.03,0
21,183,51,0.55,0
51,225,38,0.22,0
40,297,85,0.38,1
30,101,35,0.41,0
17,93,49,0.54,1
56,287,21,0.29,1
37,33,58,0.1,0
18,156,82,0.03,1
29,245,72,0.22,0
33,298,86,0.26,0
32,186,35,0.5,0
21,291,45,0.24,1
52,226,6,0.3,1
43,193,70,0.08,0
45,147,48,0.57,0
59,206,23,0.29,0
45,43,80,0.49,1
35,211,50,0.29,0
16,88,60,0.41,0
46,22,92,0.53,0
56,209,70,0.48,0
34,93,86,0.22,0
54,184,9,0.37,1
52,169,35,0.33,0
49,142,22,0.42,1
54,69,78,0.13,0
22,158,52,0.13,0
41,214,11,0.18,0
17,66,19,0.06,0
23,152,57,0.28,1
23,179,38,0.43,0
24,213,23,0.3,0
55,198,87,0.16,0
32,25,28,0.44,0
38,85,37,0.15,1
35,170,78,0.28,0
35,80,60,0.56,0
40,204,12,0.54,1
36,221,32,0.02,0
49,73,93,0.45,1
40,260,33,0.32,0
38,248,65,0.57,0
55,235,60,0.13,1
33,83,71,0.21,1
29,298,85,0.22,1
33,39,69,0.39,0
16,232,26,0.09,1
48,125,37,0.3,0
33,17,89,0.07,0
50,88,20,0.23,0
24,110,6,0.3,1
21,262,18,0.03,0
55,256,99,0.5,0
47,73,2,0.03,0
59,120,83,0.17,0
49,36,58,0.49,0
50,285,81,0.17,0
27,153,47,0.32,0
31,148,7,0.18,0
18,201,68,0.52,0
55,13,54,0.26,0
23,132,45,0.12,0
33,165,51,0.52,1
35,272,61,0.04,0
57,161,19,0.32,0
57,189,59,0.59,0
48,100,52,0.31,0
37,57,93,0.08,1
38,90,12,0.41,0
17,53,54,0.24,1
59,230,63,0.25,0
24,24,22,0.15,0
51,211,2,0.1,0
50,79,89,0.2,0
55,252,63,0.02,0
16,153,85,0.15,0
22,111,50,0.4,0
21,260,54,0.36,1
43,250,60,0.37,0
19,163,58,0.58,0
43,197,13,0.54,0
27,140,15,0.57,0
38,37,64,0.35,1
41,212,52,0.25,1
40,11,70,0.46,0
38,13,49,0.04,0
30,70,42,0.01,0
54,197,39,0.34,0
42,183,1,0.04,1
42,226,42,0.11,0
52,145,55,0.22,0
24,195,63,0.37,0
50,294,71,0.48,0
29,189,54,0.26,0
28,77,4,0.06,1
26,147,18,0.13,0
19,129,27,0.51,0
53,273,27,0.5,0
56,43,21,0.13,0
19,19,88,0.0,0
58,183,33,0.5,1
21,13,61,0.26,0
22,14,75,0.59,0
30,272,80,0.04,0
42,259,5,0.32,1
54,19,80,0.38,0
36,210,13,0.03,0
40,275,21,0.26,0
42,197,42,0.54,0
47,96,74,0.16,0
31,239,34,0.35,0
16,133,10,0.4,0
18,294,85,0.31,1
57,209,98,0.38,0
40,12,5,0.07,0
58,155,39,0.14,0
22,98,83,0.5,0
22,185,92,0.21,1
48,57,92,0.12,0
42,85,12,0.27,0
39,113,79,0.27,0
40,200,68,0.46,1
19,152,2,0.04,1
55,50,77,0.24,0
35,73,56,0.2,0
59,99,16,0.19,0
28,30,14,0.18,0
45,125,90,0.09,1
26,269,86,0.32,1
55,141,69,0.19,0
49,54,56,0.39,0
21,146,16,0.08,1
25,282,44,0.4,0
49,85,62,0.01,0
41,75,7,0.38,1
52,191,6,0.42,1
34,187,65,0.25,1
16,195,96,0.14,0
46,37,69,0.46,0
17,65,28,0.25,1
43,100,72,0.17,0
44,134,76,0.43,1
26,60,85,0.26,0
27,261,83,0.51,1
20,298,65,0.4,0
48,58,18,0.02,0
48,104,33,0.56,0
24,185,49,0.11,1
34,235,94,0.46,0
42,232,1,0.57,0
31,153,19,0.39,1
48,176,19,0.23,1
35,210,7,0.33,0
53,103,40,0.32,0
19,41,10,0.37,0
59,16,20,0.53,1
33,256,7,0.11,0
